movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,comb,id
"20,000 leagues under the sea",RichardFleischer,JamesMason,RobertJ.Wilke,PaulLukas,Adventure  Drama  Family  Fantasy  Sci-Fi,JamesMason RobertJ.Wilke PaulLukas RichardFleischer Adventure  Drama  Family  Fantasy  Sci-Fi,
mad max,GeorgeMiller,HughKeays-Byrne,SteveBisley,JoanneSamuel,Action  Adventure  Sci-Fi  Thriller,HughKeays-Byrne SteveBisley JoanneSamuel GeorgeMiller Action  Adventure  Sci-Fi  Thriller,
swingers,DougLiman,JonFavreau,AlexDésert,BlakeLindsley,Comedy  Drama,JonFavreau AlexDésert BlakeLindsley DougLiman Comedy  Drama,
a fistful of dollars,SergioLeone,ClintEastwood,GianMariaVolontè,AldoSambrell,Action  Drama  Western,ClintEastwood GianMariaVolontè AldoSambrell SergioLeone Action  Drama  Western,
she done him wrong,LowellSherman,MaeWest,GilbertRoland,LouiseBeavers,Comedy  Drama  History  Musical  Romance,MaeWest GilbertRoland LouiseBeavers LowellSherman Comedy  Drama  History  Musical  Romance,
short cut to nirvana: kumbh mela,MaurizioBenazzo,TheDalaiLama,JasperJohal,SwamiKrishnanad,Documentary,TheDalaiLama JasperJohal SwamiKrishnanad MaurizioBenazzo Documentary,
the grace card,DavidG.Evans,MichaelJoiner,ChrisThomas,MichaelHiggenbottom,Drama,MichaelJoiner ChrisThomas MichaelHiggenbottom DavidG.Evans Drama,
middle of nowhere,AvaDuVernay,OmariHardwick,DavidOyelowo,LorraineToussaint,Drama,OmariHardwick DavidOyelowo LorraineToussaint AvaDuVernay Drama,
3,TomTykwer,DevidStriesow,SebastianSchipper,SophieRois,Comedy  Drama  Romance,DevidStriesow SebastianSchipper SophieRois TomTykwer Comedy  Drama  Romance,
the business of fancydancing,ShermanAlexie,WilliamJosephElkIII,LeoRossi,CynthiaGeary,Drama  Music,WilliamJosephElkIII LeoRossi CynthiaGeary ShermanAlexie Drama  Music,
call + response,JustinDillon,Matisyahu,NatashaBedingfield,MadeleineAlbright,Documentary  History  Music,Matisyahu NatashaBedingfield MadeleineAlbright JustinDillon Documentary  History  Music,
side effects,StevenSoderbergh,ChanningTatum,DavidCostabile,KatieLowes,Crime  Drama  Thriller,ChanningTatum DavidCostabile KatieLowes StevenSoderbergh Crime  Drama  Thriller,
malevolence,StevanMena,R.BrandonJohnson,StevanMena,RichardGlover,Crime  Horror  Mystery  Thriller,R.BrandonJohnson StevanMena RichardGlover StevanMena Crime  Horror  Mystery  Thriller,
shooting the warwicks,AdamRifkin,MarriSavinar,AdamRifkin,BethanyBlakey,Comedy  Drama,MarriSavinar AdamRifkin BethanyBlakey AdamRifkin Comedy  Drama,
super hybrid,EricValette,MelaniePapalia,RyanKennedy,JohnReardon,Horror  Sci-Fi  Thriller,MelaniePapalia RyanKennedy JohnReardon EricValette Horror  Sci-Fi  Thriller,
baghead,JayDuplass,GretaGerwig,JenniferLafleur,EliseMuller,Comedy  Drama  Horror  Romance,GretaGerwig JenniferLafleur EliseMuller JayDuplass Comedy  Drama  Horror  Romance,
solitude,LivingstonOden,SusanChambers,VictoriaLachelle,AliDaniels,Comedy  Horror  Mystery  Thriller,SusanChambers VictoriaLachelle AliDaniels LivingstonOden Comedy  Horror  Mystery  Thriller,
the case of the grinning cat,ChrisMarker,MarinaVlady,BertrandCantat,LéonSchwartzenberg,Documentary,MarinaVlady BertrandCantat LéonSchwartzenberg ChrisMarker Documentary,
ordet,CarlTheodorDreyer,HanneAagesen,SylviaEckhausen,EjnerFederspiel,Drama  Fantasy,HanneAagesen SylviaEckhausen EjnerFederspiel CarlTheodorDreyer Drama  Fantasy,
good dick,MariannaPalka,BryceDallasHoward,MartinStarr,JasonRitter,Comedy  Drama  Romance,BryceDallasHoward MartinStarr JasonRitter MariannaPalka Comedy  Drama  Romance,
the man from earth,RichardSchenkman,WilliamKatt,JohnBillingsley,DavidLeeSmith,Drama  Romance  Sci-Fi,WilliamKatt JohnBillingsley DavidLeeSmith RichardSchenkman Drama  Romance  Sci-Fi,
the trials of darryl hunt,RickiStern,DarrylHunt,EvelynJefferson,JohnReeves,Crime  Documentary,DarrylHunt EvelynJefferson JohnReeves RickiStern Crime  Documentary,
an american girl holiday,NadiaTass,MiaFarrow,JordanBridges,BruceGooch,Drama  Family,MiaFarrow JordanBridges BruceGooch NadiaTass Drama  Family,
yesterday was a lie,JamesKerwin,JohnNewton,ChaseMasterson,H.M.Wynant,Drama  Music  Mystery  Romance  Sci-Fi,JohnNewton ChaseMasterson H.M.Wynant JamesKerwin Drama  Music  Mystery  Romance  Sci-Fi,
theresa is a mother,C.FraserPress,ElaineBromka,RobertTurano,MatthewGumley,Comedy  Drama  Music,ElaineBromka RobertTurano MatthewGumley C.FraserPress Comedy  Drama  Music,
h.,RaniaAttieh,PaulHickert,RobinBartlett,RebeccaDayan,Drama  Sci-Fi  Thriller,PaulHickert RobinBartlett RebeccaDayan RaniaAttieh Drama  Sci-Fi  Thriller,
archaeology of a woman,SharonGreytak,SallyKirkland,AlexEmanuel,ElaineBromka,Drama,SallyKirkland AlexEmanuel ElaineBromka SharonGreytak Drama,
children of heaven,MajidMajidi,BahareSeddiqi,AmirFarrokhHashemian,MohammadAmirNaji,Drama  Family,BahareSeddiqi AmirFarrokhHashemian MohammadAmirNaji MajidMajidi Drama  Family,
weekend,AndrewHaigh,TomCullen,ChrisNew,VauxhallJermaine,Drama  Romance,TomCullen ChrisNew VauxhallJermaine AndrewHaigh Drama  Romance,
she's gotta have it,SpikeLee,S.EpathaMerkerson,JoieLee,TracyCamillaJohns,Comedy  Romance,S.EpathaMerkerson JoieLee TracyCamillaJohns SpikeLee Comedy  Romance,
butterfly girl,CaryBell,AbigailEvans,StacieEvans,EmilyGorell,Documentary,AbigailEvans StacieEvans EmilyGorell CaryBell Documentary,
the world is mine,NicolaeConstantinTanase,IuliaCiochina,AnaMariaGuran,AnaVatamanu,Drama,IuliaCiochina AnaMariaGuran AnaVatamanu NicolaeConstantinTanase Drama,
another earth,MikeCahill,RobinLordTaylor,WilliamMapother,FlintBeverage,Drama  Romance  Sci-Fi,RobinLordTaylor WilliamMapother FlintBeverage MikeCahill Drama  Romance  Sci-Fi,
the calling,JasonStone,TopherGrace,EllenBurstyn,ChristopherHeyerdahl,Thriller,TopherGrace EllenBurstyn ChristopherHeyerdahl JasonStone Thriller,
sweet sweetback's baadasssss song,MelvinVanPeebles,JohnAmos,MarioVanPeebles,MelvinVanPeebles,Crime  Drama  Thriller,JohnAmos MarioVanPeebles MelvinVanPeebles MelvinVanPeebles Crime  Drama  Thriller,
perfect cowboy,KenRoht,CharlaCochran,JoeLev,SiennaBeckman,Drama,CharlaCochran JoeLev SiennaBeckman KenRoht Drama,
tadpole,GaryWinick,BebeNeuwirth,AaronStanford,RonRifkin,Comedy  Drama  Romance,BebeNeuwirth AaronStanford RonRifkin GaryWinick Comedy  Drama  Romance,
once,JohnCarney,GlenHansard,MarkétaIrglová,DarrenHealy,Drama  Music  Romance,GlenHansard MarkétaIrglová DarrenHealy JohnCarney Drama  Music  Romance,
the woman chaser,RobinsonDevor,MarilynRising,EugeneRoche,MaxKerstein,Comedy,MarilynRising EugeneRoche MaxKerstein RobinsonDevor Comedy,
the horse boy,MichelOrionScott,TempleGrandin,RowanIsaacson,SimonBaron-Cohen,Documentary,TempleGrandin RowanIsaacson SimonBaron-Cohen MichelOrionScott Documentary,
when the lights went out,PatHolden,AlanBrent,MartinCompston,KateAshfield,Horror,AlanBrent MartinCompston KateAshfield PatHolden Horror,
heroes of dirt,EricBugbee,JoelMoody,BillAllen,LiaTucker,Action  Drama  Sport,JoelMoody BillAllen LiaTucker EricBugbee Action  Drama  Sport,
the texas chain saw massacre,TobeHooper,GunnarHansen,EdwinNeal,MarilynBurns,Horror  Thriller,GunnarHansen EdwinNeal MarilynBurns TobeHooper Horror  Thriller,
a charlie brown christmas,BillMelendez,PeterRobbins,BillMelendez,ChristopherShea,Animation  Comedy  Family,PeterRobbins BillMelendez ChristopherShea BillMelendez Animation  Comedy  Family,
antarctic edge: 70° south,DenaSeidel,NaderevSano,HughDucklow,MikeBrett,Adventure  Documentary,NaderevSano HughDucklow MikeBrett DenaSeidel Adventure  Documentary,
aroused,DeborahAnderson,LisaAnn,JesseJane,KaydenKross,Documentary,LisaAnn JesseJane KaydenKross DeborahAnderson Documentary,
top spin,SaraNewens,ArielHsing,XinhuaJiang,MichaelLanders,Documentary,ArielHsing XinhuaJiang MichaelLanders SaraNewens Documentary,
roger & me,MichaelMoore,MichaelMoore,PatBoone,BobEubanks,Documentary,MichaelMoore PatBoone BobEubanks MichaelMoore Documentary,
cat people,PaulSchrader,EdBegleyJr.,RubyDee,JohnHeard,Fantasy  Horror  Thriller,EdBegleyJr. RubyDee JohnHeard PaulSchrader Fantasy  Horror  Thriller,
an american in hollywood,SaiVaradan,J.D.Williams,HassanJohnson,SamanthaEsteban,Drama,J.D.Williams HassanJohnson SamanthaEsteban SaiVaradan Drama,
sound of my voice,ZalBatmanglij,ChristopherDenham,JamesUrbaniak,ConstanceWu,Drama  Mystery  Sci-Fi  Thriller,ChristopherDenham JamesUrbaniak ConstanceWu ZalBatmanglij Drama  Mystery  Sci-Fi  Thriller,
the brain that sings,AmalAl-Agroobi,unknown,unknown,unknown,Documentary  Family,unknown unknown unknown AmalAl-Agroobi Documentary  Family,
the blood of my brother,AndrewBerends,unknown,unknown,unknown,Documentary  War,unknown unknown unknown AndrewBerends Documentary  War,
your sister's sister,LynnShelton,MarkDuplass,MikeBirbiglia,MelEslyn,Comedy  Drama,MarkDuplass MikeBirbiglia MelEslyn LynnShelton Comedy  Drama,
romantic schemer,Valentine,DianeSorrentino,Valentine,unknown,Romance,DianeSorrentino Valentine unknown Valentine Romance,
a dog's breakfast,DavidHewlett,ChristopherJudge,DavidHewlett,PaulMcGillion,Comedy,ChristopherJudge DavidHewlett PaulMcGillion DavidHewlett Comedy,
night of the living dead,GeorgeA.Romero,JudithO'Dea,DuaneJones,S.WilliamHinzman,Drama  Horror  Mystery,JudithO'Dea DuaneJones S.WilliamHinzman GeorgeA.Romero Drama  Horror  Mystery,
une femme mariée,Jean-LucGodard,PhilippeLeroy,MachaMéril,RitaMaiden,Drama,PhilippeLeroy MachaMéril RitaMaiden Jean-LucGodard Drama,
the birth of a nation,NateParker,JasonStuart,NateParker,AunjanueEllis,Biography  Drama,JasonStuart NateParker AunjanueEllis NateParker Biography  Drama,
the work and the story,NathanSmithJones,RichardMoll,FrankGerrish,ChristopherRobinMiller,Comedy,RichardMoll FrankGerrish ChristopherRobinMiller NathanSmithJones Comedy,
facing the giants,AlexKendrick,AlexKendrick,ErinBethea,ShannenFields,Drama  Sport,AlexKendrick ErinBethea ShannenFields AlexKendrick Drama  Sport,
the gallows,TravisCluff,PfeiferBrown,CassidyGifford,ReeseMishler,Horror  Thriller,PfeiferBrown CassidyGifford ReeseMishler TravisCluff Horror  Thriller,
eraserhead,DavidLynch,HalLandonJr.,JackNance,CharlotteStewart,Fantasy  Horror  Sci-Fi,HalLandonJr. JackNance CharlotteStewart DavidLynch Fantasy  Horror  Sci-Fi,
over the hill to the poorhouse,HarryF.Millarde,StephenCarr,JohnnieWalker,MaryCarr,Crime  Drama,StephenCarr JohnnieWalker MaryCarr HarryF.Millarde Crime  Drama,
hollywood shuffle,RobertTownsend,RobertTownsend,KeenenIvoryWayans,HelenMartin,Comedy,RobertTownsend KeenenIvoryWayans HelenMartin RobertTownsend Comedy,
the mighty,PeterChelsom,KieranCulkin,EldenHenson,GenaRowlands,Comedy  Drama,KieranCulkin EldenHenson GenaRowlands PeterChelsom Comedy  Drama,
penitentiary,JamaaFanaka,LeonIsaacKennedy,ChuckMitchell,Wilbur'Hi-Fi'White,Crime  Drama  Sport,LeonIsaacKennedy ChuckMitchell Wilbur'Hi-Fi'White JamaaFanaka Crime  Drama  Sport,
the lost skeleton of cadavra,LarryBlamire,FayMasterson,BrianHowe,LarryBlamire,Comedy  Horror  Sci-Fi,FayMasterson BrianHowe LarryBlamire LarryBlamire Comedy  Horror  Sci-Fi,
"dude, where's my dog?!",StephenLangford,KevinP.Farley,GabrielaCastillo,BrandonMiddleton,Family,KevinP.Farley GabrielaCastillo BrandonMiddleton StephenLangford Family,
cheap thrills,E.L.Katz,BrightonSharbino,EthanEmbry,ElissaDowling,Comedy  Crime  Drama  Horror  Thriller,BrightonSharbino EthanEmbry ElissaDowling E.L.Katz Comedy  Crime  Drama  Horror  Thriller,
indie game: the movie,LisannePajot,JonathanBlow,EdmundMcMillen,PhilFish,Documentary,JonathanBlow EdmundMcMillen PhilFish LisannePajot Documentary,
closure,DanReed,DannyDyer,AdamRayner,RalphBrown,Thriller,DannyDyer AdamRayner RalphBrown DanReed Thriller,
open secret,JohnReinhardt,SheldonLeonard,JohnIreland,ArthurO'Connell,Crime  Drama,SheldonLeonard JohnIreland ArthurO'Connell JohnReinhardt Crime  Drama,
echo dr.,PatrickRyanSims,ClaireGordon-Harper,HughMun,JohnathanHurley,Action  Drama  Sci-Fi  Thriller,ClaireGordon-Harper HughMun JohnathanHurley PatrickRyanSims Action  Drama  Sci-Fi  Thriller,
the night visitor,LasloBenedek,LivUllmann,TrevorHoward,AndrewKeir,Crime  Horror  Thriller,LivUllmann TrevorHoward AndrewKeir LasloBenedek Crime  Horror  Thriller,
the past is a grotesque animal,JasonMiller,JonBrion,DottieAlexander,DavidBarnes,Biography  Documentary  Music,JonBrion DottieAlexander DavidBarnes JasonMiller Biography  Documentary  Music,
the last house on the left,DennisIliadis,TonyGoldwyn,MonicaPotter,MarthaMacIsaac,Crime  Horror  Thriller,TonyGoldwyn MonicaPotter MarthaMacIsaac DennisIliadis Crime  Horror  Thriller,
"peace, propaganda & the promised land",SutJhally,NoamChomsky,SethAckerman,ArikAscherman,Documentary,NoamChomsky SethAckerman ArikAscherman SutJhally Documentary,
pi,DarrenAronofsky,MarkMargolis,ClintMansell,StanleyB.Herman,Drama  Mystery  Thriller,MarkMargolis ClintMansell StanleyB.Herman DarrenAronofsky Drama  Mystery  Thriller,
"i love you, don't touch me!",JulieDavis,JackMcGee,MeredithScottLynn,TimDeZarn,Comedy  Romance,JackMcGee MeredithScottLynn TimDeZarn JulieDavis Comedy  Romance,
20 dates,MylesBerkowitz,TiaCarrere,TomArdavany,RobertMcKee,Biography  Comedy  Romance,TiaCarrere TomArdavany RobertMcKee MylesBerkowitz Biography  Comedy  Romance,
queen crab,BrettPiper,MichelleSimoneMiller,SteveDiasparra,A.J.DeLucia,Action  Sci-Fi  Thriller,MichelleSimoneMiller SteveDiasparra A.J.DeLucia BrettPiper Action  Sci-Fi  Thriller,
super size me,MorganSpurlock,ChemeekaWalker,AmandaKearsan,AmeliaGiancarlo,Comedy  Documentary  Drama,ChemeekaWalker AmandaKearsan AmeliaGiancarlo MorganSpurlock Comedy  Documentary  Drama,
the fp,BrandonTrost,CliftonCollinsJr.,SeanWhalen,JamesDeBello,Comedy,CliftonCollinsJr. SeanWhalen JamesDeBello BrandonTrost Comedy,
happy christmas,JoeSwanberg,AnnaKendrick,LenaDunham,MarkWebber,Comedy  Drama,AnnaKendrick LenaDunham MarkWebber JoeSwanberg Comedy  Drama,
the brain that wouldn't die,JosephGreen,VirginiaLeith,JasonEvers,BruceKerr,Horror  Sci-Fi,VirginiaLeith JasonEvers BruceKerr JosephGreen Horror  Sci-Fi,
tiger orange,WadeGasque,TyParker,VincentDuvall,LoanneBishop,Drama,TyParker VincentDuvall LoanneBishop WadeGasque Drama,
supporting characters,DanielSchechter,LenaDunham,KevinCorrigan,AlexKarpovsky,Comedy,LenaDunham KevinCorrigan AlexKarpovsky DanielSchechter Comedy,
absentia,MikeFlanagan,JustinGordon,CourtneyBell,ErinCipolletti,Drama  Horror  Mystery,JustinGordon CourtneyBell ErinCipolletti MikeFlanagan Drama  Horror  Mystery,
the brothers mcmullen,EdwardBurns,ShariAlbert,MichaelMcGlone,MaxineBahns,Comedy  Drama  Romance,ShariAlbert MichaelMcGlone MaxineBahns EdwardBurns Comedy  Drama  Romance,
the dirties,MattJohnson,PaulDanielAyotte,ShaileneGarnett,MattJohnson,Crime  Drama  Thriller,PaulDanielAyotte ShaileneGarnett MattJohnson MattJohnson Crime  Drama  Thriller,
gabriela,BrunoBarreto,MarcelloMastroianni,SoniaBraga,JoffreSoares,Comedy  Drama  Romance,MarcelloMastroianni SoniaBraga JoffreSoares BrunoBarreto Comedy  Drama  Romance,
tiny furniture,LenaDunham,LenaDunham,MerrittWever,JemimaKirke,Comedy  Drama  Romance,LenaDunham MerrittWever JemimaKirke LenaDunham Comedy  Drama  Romance,
hayride,TerronR.Parsons,RichardTyson,JeremySande,CorlandosScott,Crime  Drama  Horror,RichardTyson JeremySande CorlandosScott TerronR.Parsons Crime  Drama  Horror,
the naked ape,DanielMellitz,CorbinBernsen,ChelseSwain,AmandaMacDonald,Comedy  Drama,CorbinBernsen ChelseSwain AmandaMacDonald DanielMellitz Comedy  Drama,
counting,JemCohen,unknown,unknown,unknown,Documentary,unknown unknown unknown JemCohen Documentary,
the call of cthulhu,AndrewLeman,DanNovy,DavidMersault,BarryLynch,Fantasy  Horror  Mystery  Thriller,DanNovy DavidMersault BarryLynch AndrewLeman Fantasy  Horror  Mystery  Thriller,
bending steel,DaveCarroll,Chris'Wonder'Schoeck,unknown,unknown,Documentary,Chris'Wonder'Schoeck unknown unknown DaveCarroll Documentary,
the signal,WilliamEubank,LinShaye,OliviaCooke,BeauKnapp,Sci-Fi  Thriller,LinShaye OliviaCooke BeauKnapp WilliamEubank Sci-Fi  Thriller,
the image revolution,PatrickMeaney,TaliesinJaffe,GregAronowitz,JeffDowd,Biography  Documentary,TaliesinJaffe GregAronowitz JeffDowd PatrickMeaney Biography  Documentary,
this is martin bonner,ChadHartigan,JanHaley,PaulEenhoorn,DemetriusGrosse,Drama,JanHaley PaulEenhoorn DemetriusGrosse ChadHartigan Drama,
a true story,MalcolmGoodwin,KatrinaBowden,JonGries,KelenColeman,Comedy,KatrinaBowden JonGries KelenColeman MalcolmGoodwin Comedy,
george washington,DavidGordonGreen,PaulSchneider,EddieRouse,DamianJewanLee,Drama,PaulSchneider EddieRouse DamianJewanLee DavidGordonGreen Drama,
smiling fish & goat on fire,KevinJordan,DerickMartini,ChristaMiller,IonOverman,Comedy  Romance,DerickMartini ChristaMiller IonOverman KevinJordan Comedy  Romance,
dawn of the crescent moon,KirkLoudon,BarryCorbin,JohnnyWalter,ShireeNelson,Drama  Sci-Fi  Thriller,BarryCorbin JohnnyWalter ShireeNelson KirkLoudon Drama  Sci-Fi  Thriller,
raymond did it,TravisLegge,ElissaDowling,PatriciaRaven,LindsayFelton,Horror,ElissaDowling PatriciaRaven LindsayFelton TravisLegge Horror,
the last waltz,MartinScorsese,RingoStarr,LevonHelm,BobDylan,Documentary  Music,RingoStarr LevonHelm BobDylan MartinScorsese Documentary  Music,
"run, hide, die",CollinJosephNeal,JulianneGabert,ThomasBrophy,RoneeCollins,Horror  Thriller,JulianneGabert ThomasBrophy RoneeCollins CollinJosephNeal Horror  Thriller,
the exploding girl,BradleyRustGray,ZoeKazan,MarkRendall,JordanScovel,Drama,ZoeKazan MarkRendall JordanScovel BradleyRustGray Drama,
the legend of god's gun,MikeBruce,JosephCampanella,KirpatrickThomas,ChristianAnderson,Western,JosephCampanella KirpatrickThomas ChristianAnderson MikeBruce Western,
mutual appreciation,AndrewBujalski,AndrewBujalski,KateDollenmayer,JustinRice,Comedy,AndrewBujalski KateDollenmayer JustinRice AndrewBujalski Comedy,
her cry: la llorona investigation,DamirCatic,NicholeCeballos,RonGelner,ParkerRiggs,Horror,NicholeCeballos RonGelner ParkerRiggs DamirCatic Horror,
down terrace,BenWheatley,MichaelSmiley,TonyWay,DavidSchaal,Comedy  Crime  Drama,MichaelSmiley TonyWay DavidSchaal BenWheatley Comedy  Crime  Drama,
clerks,KevinSmith,JasonMewes,BrianO'Halloran,JeffAnderson,Comedy,JasonMewes BrianO'Halloran JeffAnderson KevinSmith Comedy,
pink narcissus,JamesBidgood,DonBrooks,BobbyKendall,unknown,Drama  Fantasy,DonBrooks BobbyKendall unknown JamesBidgood Drama  Fantasy,
funny ha ha,AndrewBujalski,AndrewBujalski,KateDollenmayer,JustinRice,Comedy  Drama,AndrewBujalski KateDollenmayer JustinRice AndrewBujalski Comedy  Drama,
in the company of men,NeilLaBute,StacyEdwards,MattMalloy,JasonDixie,Comedy  Drama,StacyEdwards MattMalloy JasonDixie NeilLaBute Comedy  Drama,
sabotage,DavidAyer,MireilleEnos,MartinDonovan,MauriceCompte,Action  Crime  Drama  Thriller,MireilleEnos MartinDonovan MauriceCompte DavidAyer Action  Crime  Drama  Thriller,
manito,EricEason,FrankyG,PanchitoGómez,CasperMartinez,Drama  Family,FrankyG PanchitoGómez CasperMartinez EricEason Drama  Family,
rampage,UweBoll,MattFrewer,KatharineIsabelle,MichaelParé,Action  Crime  Thriller,MattFrewer KatharineIsabelle MichaelParé UweBoll Action  Crime  Thriller,
slacker,RichardLinklater,TommyPallotta,RichardLinklater,JeanCaffeine,Comedy  Drama,TommyPallotta RichardLinklater JeanCaffeine RichardLinklater Comedy  Drama,
dutch kills,JosephMazzella,TjasaFerme,MikaalBates,DamonOwlia,Crime  Drama  Thriller,TjasaFerme MikaalBates DamonOwlia JosephMazzella Crime  Drama  Thriller,
dry spell,TravisLegge,KristenSeavey,SuziLorraine,TravisLegge,Comedy  Romance,KristenSeavey SuziLorraine TravisLegge TravisLegge Comedy  Romance,
flywheel,AlexKendrick,ShannenFields,LisaArnold,JanetLeeDapper,Drama,ShannenFields LisaArnold JanetLeeDapper AlexKendrick Drama,
exeter,MarcusNispel,AshleyTramonte,BrittanyCurran,LindsayMacDonald,Horror  Mystery  Thriller,AshleyTramonte BrittanyCurran LindsayMacDonald MarcusNispel Horror  Mystery  Thriller,
the ridges,BrandonLanders,RobbieBarnes,AlanaKaniewski,BrandonLanders,Drama  Horror  Thriller,RobbieBarnes AlanaKaniewski BrandonLanders BrandonLanders Drama  Horror  Thriller,
the puffy chair,JayDuplass,MarkDuplass,KatieAselton,BariHyman,Comedy  Drama  Romance,MarkDuplass KatieAselton BariHyman JayDuplass Comedy  Drama  Romance,
stories of our lives,JimChuchu,PaulOgola,OlwenyaMaina,MugambiNthiga,Drama,PaulOgola OlwenyaMaina MugambiNthiga JimChuchu Drama,
breaking upwards,DarylWein,ZoeLister-Jones,HeatherBurns,EbonMoss-Bachrach,Romance,ZoeLister-Jones HeatherBurns EbonMoss-Bachrach DarylWein Romance,
all superheroes must die,JasonTrost,SeanWhalen,JasonTrost,NickPrincipe,Sci-Fi  Thriller,SeanWhalen JasonTrost NickPrincipe JasonTrost Sci-Fi  Thriller,
pink flamingos,JohnWaters,Divine,MinkStole,EdithMassey,Comedy  Crime  Horror,Divine MinkStole EdithMassey JohnWaters Comedy  Crime  Horror,
clean,OlivierAssayas,MaggieCheung,BéatriceDalle,DonMcKellar,Drama  Music  Romance,MaggieCheung BéatriceDalle DonMcKellar OlivierAssayas Drama  Music  Romance,
tin can man,IvanKavanagh,PatrickO'Donnell,MichaelParle,EmmaElizaRegan,Horror,PatrickO'Donnell MichaelParle EmmaElizaRegan IvanKavanagh Horror,
the cure,KiyoshiKurosawa,KôjiYakusho,AnnaNakagawa,Denden,Crime  Horror  Mystery  Thriller,KôjiYakusho AnnaNakagawa Denden KiyoshiKurosawa Crime  Horror  Mystery  Thriller,
on the downlow,TadeoGarcia,TatianaSuarez-Pico,MichaelCortez,EricAmbriz,Drama,TatianaSuarez-Pico MichaelCortez EricAmbriz TadeoGarcia Drama,
sanctuary; quite a conundrum,ThomasL.Phillips,JuliannaPitt,JoeCoffey,JohnLucas,Comedy  Horror  Thriller,JuliannaPitt JoeCoffey JohnLucas ThomasL.Phillips Comedy  Horror  Thriller,
bang,AshBaron-Cohen,PeterGreene,StanleyB.Herman,JamesNoble,Crime  Drama,PeterGreene StanleyB.Herman JamesNoble AshBaron-Cohen Crime  Drama,
primer,ShaneCarruth,ShaneCarruth,DavidSullivan,CaseyGooden,Drama  Sci-Fi  Thriller,ShaneCarruth DavidSullivan CaseyGooden ShaneCarruth Drama  Sci-Fi  Thriller,
cavite,NeillDelaLlana,IanGamazon,EdgarTancangco,QuynnTon,Thriller,IanGamazon EdgarTancangco QuynnTon NeillDelaLlana Thriller,
el mariachi,RobertRodriguez,CarlosGallardo,PeterMarquardt,ConsueloGómez,Action  Crime  Drama  Romance  Thriller,CarlosGallardo PeterMarquardt ConsueloGómez RobertRodriguez Action  Crime  Drama  Romance  Thriller,
the mongol king,AnthonyVallone,RichardJewell,JohnConsidine,SaraStepnicka,Crime  Drama,RichardJewell JohnConsidine SaraStepnicka AnthonyVallone Crime  Drama,
newlyweds,EdwardBurns,KerryBishé,CaitlinFitzGerald,DaniellaPineda,Comedy  Drama,KerryBishé CaitlinFitzGerald DaniellaPineda EdwardBurns Comedy  Drama,
signed sealed delivered,ScottSmith,EricMabius,DaphneZuniga,CrystalLowe,Comedy  Drama,EricMabius DaphneZuniga CrystalLowe ScottSmith Comedy  Drama,
the following            ,unknown,NatalieZea,ValorieCurry,SamUnderwood,Crime  Drama  Mystery  Thriller,NatalieZea ValorieCurry SamUnderwood unknown Crime  Drama  Mystery  Thriller,
a plague so pleasant,BenjaminRoberds,EvaBoehnke,MaxwellMoody,DavidChandler,Drama  Horror  Thriller,EvaBoehnke MaxwellMoody DavidChandler BenjaminRoberds Drama  Horror  Thriller,
shanghai calling,DanielHsia,AlanRuck,DanielHenney,ElizaCoupe,Comedy  Drama  Romance,AlanRuck DanielHenney ElizaCoupe DanielHsia Comedy  Drama  Romance,
my date with drew,JonGunn,JohnAugust,BrianHerzlinger,JonGunn,Documentary,JohnAugust BrianHerzlinger JonGunn JonGunn Documentary,
pirates of the caribbean: dead men tell no tales,JoachimRønningEspenSandberg,JohnnyDepp,JavierBardem,GeoffreyRush,Adventure Action Fantasy Comedy,JohnnyDepp JavierBardem GeoffreyRush JoachimRønningEspenSandberg Adventure Action Fantasy Comedy,166426.0
justice league,ZackSnyder,BenAffleck,HenryCavill,GalGadot,Action Adventure Fantasy Sci-Fi,BenAffleck HenryCavill GalGadot ZackSnyder Action Adventure Fantasy Sci-Fi,141052.0
thor: ragnarok,TaikaWaititi,ChrisHemsworth,TomHiddleston,CateBlanchett,Action Adventure Fantasy Sci-Fi,ChrisHemsworth TomHiddleston CateBlanchett TaikaWaititi Action Adventure Fantasy Sci-Fi,284053.0
guardians of the galaxy vol. 2,JamesGunn,ChrisPratt,ZoeSaldana,DaveBautista,Action Adventure Comedy Sci-Fi,ChrisPratt ZoeSaldana DaveBautista JamesGunn Action Adventure Comedy Sci-Fi,283995.0
the king's daughter,SeanMcNamara,PierceBrosnan,WilliamHurt,BenjaminWalker,Fantasy Action Adventure,PierceBrosnan WilliamHurt BenjaminWalker SeanMcNamara Fantasy Action Adventure,245842.0
extinction: nature has evolved,AdamSpinks,BenLoyd-Holmes,SarahMac,NeilNewbon,Thriller Adventure,BenLoyd-Holmes SarahMac NeilNewbon AdamSpinks Thriller Adventure,279988.0
for here or to go?,RuchaHumnabadkar,AliFazal,MelanieChandra,OmiVaidya,Drama Comedy,AliFazal MelanieChandra OmiVaidya RuchaHumnabadkar Drama Comedy,326241.0
guardians,SarikAndreasyan,AntonPampushnyy,SanzharMadiyev,SebastienSisak,Action Fantasy Sci-Fi,AntonPampushnyy SanzharMadiyev SebastienSisak SarikAndreasyan Action Fantasy Sci-Fi,354556.0
